GMC,gem_name,YEAR,AGE_MEAN,Income_MEAN,Moving_Count_MEAN,Lifeevents_Count_MEAN,UniqueMed_Count_MEAN,ZVWKOSTENTOTAAL_MEAN,ZVWKHUISARTS_MEAN,ZVWKHUISARTS_NO_REG_MEAN,ZVWKZIEKENHUIS_MEAN,ZVWKFARMACIE_MEAN,ZVWKOSTENPSYCHO_MEAN
GM0484,Alphen aan den Rijn,2009,38.3090298467289,,0.0886575241939183,0.133000045865248,3.73671694260272,2009.7747434278613,137.08210777900985,83.07119152207865,1099.3464630190385,303.384222817665,226.94191713474532
GM0484,Alphen aan den Rijn,2010,38.5911402594979,,0.0873144659277391,0.162884934495815,3.79579898274813,2031.0509003212842,139.5652967430043,77.19775184035505,1104.7779445503113,304.43018261499685,227.1188780695913
GM0484,Alphen aan den Rijn,2011,38.930999930386,28364.8748906387,0.086885155705535,0.176530462531636,3.85189878430285,2082.0462550414077,156.4901500688712,89.58508601097486,1130.5543096729298,297.7379974072314,245.36747581304067
GM0484,Alphen aan den Rijn,2012,39.2893801141736,28470.4078444267,0.0829119674041718,0.179010929513357,3.80738125374725,2003.788263086591,153.8317198427625,92.30555556207128,1135.0760910775043,261.6127881381415,207.04881405000407
GM0484,Alphen aan den Rijn,2013,39.680877891222,28699.6860076319,0.377632125548119,0.532084006462036,3.83921171756404,2141.928581845202,152.03944023014526,89.88535907530617,1217.1909598832817,243.91145550900555,249.46532548127843
GM0484,Alphen aan den Rijn,2014,39.9482930552316,29821.9416818415,0.0872109984683831,0.183319962074247,3.85864907149174,2124.399680589375,163.26946263428442,99.0799715793633,1230.1179931444065,243.0386969246985,206.79552973968757
GM0484,Alphen aan den Rijn,2015,40.2270760539305,29826.8371485178,0.0863974591651543,0.186215970961887,3.89375110350541,2200.8727953561843,163.38320810352252,97.50948160390668,1189.1756874851003,256.6616505375524,162.4365765165259
GM0484,Alphen aan den Rijn,2016,40.4898538281982,31271.0740751012,0.10022572145433,0.214399410066637,3.90643588951701,2248.1034310921273,173.93899222514997,106.96348938573564,1215.7677734457102,255.71079798624194,159.32644464789334
GM0484,Alphen aan den Rijn,2017,40.7168550533684,32250.7945090067,0.0990526024412676,0.214597601592985,3.91712618233045,2341.277315934433,179.462259245796,111.45844895600169,1281.6098632450105,253.1152343029383,160.07836249137733
GM0484,Alphen aan den Rijn,2018,40.9063689280676,32878.0997705694,0.0996206105523205,0.214796188459502,3.94504167330254,2384.122656044358,184.4502885917239,114.81410673758621,1286.7655743062987,257.3039422899865,182.02316791256317
GM0484,Alphen aan den Rijn,2019,41.1086619456925,35241.4580975478,0.0933998599439776,0.207020308123249,3.90467896445254,2425.7855120638583,188.64252357989648,118.21083980874256,1323.165386351609,255.45131642245542,193.19678726378223
GM0484,Alphen aan den Rijn,2020,41.3645083205842,35902.4182968673,0.0977026991762424,0.210949800367081,3.84015380390003,2316.88325963269,184.304982668981,116.299782224317,1231.16361859496,258.442541970832,208.090092869773
GM0484,Alphen aan den Rijn,2021,41.5628209480006,37075.5054406335,0.0834814577173527,0.188865092646383,3.86873236379423,,,,,,
GM0484,Alphen aan den Rijn,2022,41.6989424977495,38936.3963007213,0.0847136650699663,0.193977669046007,3.88764506385459,,,,,,
GM0503,Delft,2009,37.9304332592219,,0.134693837524026,0.222276703408779,3.90196108449044,2119.57233143317,121.89887379339885,68.1123974780192,1154.7235701922436,331.1517801531889,278.3662708791697
GM0503,Delft,2010,37.8652514922672,,0.144908375054683,0.299839595586448,3.96560983796649,2179.3596004634765,125.05240345458787,63.16827815540157,1179.7810313243479,331.32609193829586,304.40321451083645
GM0503,Delft,2011,37.922055459551,24616.552785502,0.140247974679869,0.320537762420512,4.01501440697765,2200.968540471957,138.62344400091686,72.11355770417056,1196.137442411994,324.47238290185345,300.5635822709976
GM0503,Delft,2012,37.9679753343064,24679.217307508,0.13525152071063,0.321096842715072,3.95757775579734,2074.080832095786,131.98466217555693,71.32599053754815,1142.2743582584012,281.4247603842654,297.2882718030931
GM0503,Delft,2013,38.0090928013149,24935.3559349058,0.12858419065733,0.320836095021277,3.94481581567345,2150.1912902983954,132.5930722073379,71.10436613356636,1191.7157886664706,259.6560885853545,301.93890754042343
GM0503,Delft,2014,37.9854116357963,25913.2094036939,0.135145679106324,0.340114564104516,3.95158101203752,2113.3142056187853,141.23789335149218,77.82907243749773,1190.2617728102675,255.45988069915595,259.67621595515783
GM0503,Delft,2015,38.0484461240119,25761.3034870688,0.140679186643673,0.33805832970115,3.98535421801702,2230.2597285410666,144.41478770484292,79.42005275686732,1145.6098416934149,270.8672575848029,241.84528575158538
GM0503,Delft,2016,38.1062010548489,26707.6033382579,0.135521590403002,0.324552509641534,4.00328277647133,2385.554231654624,149.52598518408388,83.43512459931948,1290.1377108842278,267.32790608559486,245.725924500756
GM0503,Delft,2017,38.1322990128851,27706.0730753547,0.150230943623416,0.362463900360291,4.00158808302498,2411.695168417556,149.74436607837288,83.21201176868256,1302.42873263507,266.56037677677614,258.60801367286126
GM0503,Delft,2018,38.19578246744,27889.6738242683,0.129897272735755,0.326758539612044,4.02217608757195,2416.4735822121083,160.46918927250817,97.60105151067819,1319.9288424731285,265.9903617877772,242.5824483506404
GM0503,Delft,2019,38.2533283530451,30684.1218310656,0.131057064410804,0.329873478777085,3.98422275228786,2422.4744411804277,159.84379082878294,96.27383125693282,1295.6204554301162,273.60658582165723,253.97247544173905
GM0503,Delft,2020,38.335840870651,31210.2360946746,0.137680891224694,0.340177282652948,3.92142592024787,2321.7745361252,160.703459473878,97.2856340905087,1202.98028576506,266.118723332871,265.686970357799
GM0503,Delft,2021,38.3321375733234,32333.9522074821,0.139816372108412,0.331651456248219,3.93406784483576,,,,,,
